exchange,symbol,funding_rate,open_interest,from,to
Mango Markets,RAY-PERP,0.000009757615067187759594100436947,94776.7,1646895727000000,1646899300000000
Mango Markets,RAY-PERP,0.00001962478251623457675761375887,94776.7,1646895758000000,1646899330000000
Mango Markets,RAY-PERP,0.00004515431891909809613233447909,94776.7,1646896404000000,1646899977000000
Mango Markets,RAY-PERP,0.00004582832365069308165525716072,94776.7,1646896466000000,1646900038000000
Mango Markets,RAY-PERP,0.00004746668115258253872765860865,94776.7,1646896527000000,1646900100000000
Mango Markets,RAY-PERP,0.00004813011709530061893300863198,94776.7,1646896589000000,1646900161000000
Mango Markets,RAY-PERP,0.00004847092291985183451981108029,94776.7,1646896650000000,1646900223000000
Mango Markets,RAY-PERP,0.00004790572272860265241406894796,94776.7,1646896712000000,1646900285000000
Mango Markets,RAY-PERP,0.00004625866798690927670898168184,94776.7,1646896773000000,1646900346000000
Mango Markets,RAY-PERP,0.00004611628819667630707305950243,94776.7,1646896835000000,1646900408000000
Mango Markets,RAY-PERP,0.00004452288336692204784613683446,94776.7,1646896897000000,1646900470000000
Mango Markets,RAY-PERP,0.00004375110042841441806168209983,94776.7,1646896958000000,1646900500000000
Mango Markets,RAY-PERP,0.00004293255511075588946390393031,94776.7,1646897020000000,1646900593000000
Mango Markets,RAY-PERP,0.00004269378317228031648379526860,94776.7,1646897081000000,1646900624000000
Mango Markets,RAY-PERP,0.00004228928687097876557532902066,94776.7,1646897143000000,1646900685000000
Mango Markets,RAY-PERP,0.00003607109533697328939108844781,94776.7,1646897174000000,1646900747000000
Mango Markets,RAY-PERP,0.00003651771186323603181772866535,94776.7,1646897235000000,1646900809000000
Mango Markets,RAY-PERP,0.00003716089866376348180846997574,94776.7,1646897297000000,1646900870000000
Mango Markets,RAY-PERP,0.00002707409759574660539707165582,94776.7,1646897358000000,1646900932000000
Mango Markets,RAY-PERP,0.00002749511341073339153129722973,94776.7,1646897420000000,1646900994000000
Mango Markets,RAY-PERP,0.00002635328442117054221614415360,94776.7,1646897482000000,1646901055000000
Mango Markets,RAY-PERP,0.00002576772297639379231260154182,94776.7,1646897543000000,1646901117000000
Mango Markets,RAY-PERP,0.00002496756022771070944713290347,94776.7,1646897605000000,1646901178000000
Mango Markets,RAY-PERP,0.00002641183913825495856103375035,94776.7,1646897666000000,1646901240000000
Mango Markets,RAY-PERP,0.00002768028253463044491693999753,94776.7,1646897727000000,1646901301000000
Mango Markets,RAY-PERP,0.00003119512472118945823503827744,94776.7,1646897789000000,1646901363000000
Mango Markets,RAY-PERP,0.00003195248999722392046639830830,94776.7,1646897851000000,1646901424000000
Mango Markets,RAY-PERP,0.00003431662211956060499869490423,94776.7,1646897913000000,1646901486000000
Mango Markets,RAY-PERP,0.00003573871900251052003563895646,94776.7,1646897974000000,1646901548000000
Mango Markets,RAY-PERP,0.00003986677808834356630127287305,94776.7,1646898036000000,1646901609000000
Mango Markets,RAY-PERP,0.00004226155335741297710935621237,94776.7,1646898098000000,1646901640000000
Mango Markets,RAY-PERP,0.00003901034895868249438322020821,94776.7,1646898160000000,1646901702000000
Mango Markets,RAY-PERP,0.00004196729933773690663925485108,94776.7,1646898221000000,1646901763000000
Mango Markets,RAY-PERP,0.00003757979474198249714841706451,94776.7,1646898283000000,1646901825000000
Mango Markets,RAY-PERP,0.00003843763462696020001376362760,94776.7,1646898313000000,1646901886000000
Mango Markets,RAY-PERP,0.00004159947088694043357599646060,94776.7,1646898375000000,1646901948000000
Mango Markets,RAY-PERP,0.00004378089113120721074578469154,94776.7,1646898436000000,1646902009000000
Mango Markets,RAY-PERP,0.00004749426487753328398234291214,94776.7,1646898498000000,1646902071000000
Mango Markets,RAY-PERP,0.00004195312444775770210754082079,94776.7,1646898559000000,1646902133000000
Mango Markets,RAY-PERP,0.00004510732104559826316127430502,94776.7,1646898621000000,1646902194000000
Mango Markets,RAY-PERP,0.00004363555924283591115505464812,94776.7,1646898683000000,1646902256000000
Mango Markets,RAY-PERP,0.00003522329303101387230912026160,94776.7,1646898744000000,1646902317000000
Mango Markets,RAY-PERP,0.00003713504385954903024707349621,94776.7,1646898806000000,1646902379000000
Mango Markets,RAY-PERP,0.00003842417389932457255079921142,94776.7,1646898868000000,1646902440000000
Mango Markets,RAY-PERP,0.00004036758732464975793185283107,94776.7,1646898929000000,1646902502000000
Mango Markets,RAY-PERP,0.00004045418631495525303312608166,94776.7,1646898991000000,1646902564000000
Mango Markets,RAY-PERP,0.00003264536171386121132006224107,94776.7,1646899053000000,1646902625000000
Mango Markets,RAY-PERP,0.00003310902981550720912361678971,94776.7,1646899114000000,1646902687000000
Mango Markets,RAY-PERP,0.00003309716811903374156837077669,94776.7,1646899176000000,1646902749000000
Mango Markets,RAY-PERP,0.00003467762198026978892956440031,94776.7,1646899238000000,1646902780000000
Mango Markets,RAY-PERP,0.00004075218390895115946281755521,94776.7,1646899300000000,1646902872000000
Mango Markets,RAY-PERP,0.00004039528962082322867291002941,94776.7,1646899361000000,1646902903000000
Mango Markets,RAY-PERP,0.00003982339072291930076948884159,94776.7,1646899392000000,1646902965000000
Mango Markets,RAY-PERP,0.00003820940264728491365325519493,94776.7,1646899453000000,1646903027000000
Mango Markets,RAY-PERP,0.00003692502951927467924557947423,94776.7,1646899515000000,1646903088000000
Mango Markets,RAY-PERP,0.00003861981543295006527620380080,94776.7,1646899576000000,1646903150000000
Mango Markets,RAY-PERP,0.00003988861616759982750385354069,94776.7,1646899638000000,1646903212000000
